Internal ID,Date,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,Q5: STATE. PROVINCE. COUNTY. ETC,Q6 | 100 Grand Bar,"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)",Q6 | Any full-sized candy bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bonkers (the board game),Q6 | Bottle Caps,Q6 | Box'o'Raisins,Q6 | Broken glow stick,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Candy that is clearly just the stuff given out for free at restaurants,Q6 | Caramellos,Q6 | Cash. or other forms of legal tender,Q6 | Chardonnay,Q6 | Chick-o-Sticks (we don’t know what that is),Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Creepy Religious comics/Chick Tracts,Q6 | Dental paraphenalia,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Generic Brand Acetaminophen,Q6 | Glow sticks,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Gum from baseball cards,Q6 | Gummy Bears straight up,Q6 | Hard Candy,Q6 | Healthy Fruit,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | Hershey’s Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Hugs (actual physical hugs),Q6 | Jolly Rancher (bad flavor),Q6 | Jolly Ranchers (good flavor),Q6 | JoyJoy (Mit Iodine!),Q6 | Junior Mints,Q6 | Senior Mints,Q6 | Kale smoothie,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&M’s,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Green Party M&M's,Q6 | Independent M&M's,Q6 | Abstained from M&M'ing.,Q6 | Minibags of chips,Q6 | Mint Kisses,Q6 | Mint Juleps,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pencils,Q6 | Pixy Stix,Q6 | Real Housewives of Orange County Season 9 Blue-Ray,Q6 | Reese’s Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Sandwich-sized bags filled with BooBerry Crunch,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Spotted Dick,Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Those odd marshmallow circus peanut things,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Trail Mix,Q6 | Twix,Q6 | Vials of pure high fructose corn syrup. for main-lining into your vein,Q6 | Vicodin,Q6 | Whatchamacallit Bars,Q6 | White Bread,Q6 | Whole Wheat anything,Q6 | York Peppermint Patties,Q7: JOY OTHER,Q8: DESPAIR OTHER,Q9: OTHER COMMENTS,Q10: DRESS,,Q11: DAY,Q12: MEDIA [Daily Dish],Q12: MEDIA [Science],Q12: MEDIA [ESPN],Q12: MEDIA [Yahoo],Click Coordinates (x. y)
90276670,11/24/1916,No,Female,35,USA,Ohio,JOY,,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,,DESPAIR,,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,,,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,,JOY,DESPAIR,JOY,MEH,,JOY,JOY,,JOY,MEH,MEH,,JOY,JOY,,JOY,JOY,MEH,JOY,,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,1,,,(81. 27)
90276671,2/11/3762,No,Female,56,usa,tn,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,,,,,,Friday,,1,,,(78. 37)
90276673,9/19/3665,No,Female,31,USA,OR,DESPAIR,DESPAIR,JOY,,,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,,MEH,,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,,,,Blue and black,,Sunday,,1,,,(80. 31)
90276677,5/3/2375,,,,,,,,,,,,,,,JOY,,,,,,,,,,,,,,,,,,,,,,,,,,JOY,,,,,,,,,JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOY,,,,,,,,JOY,,,,,,,,,,JOY,,,JOY,,,,,,,,,,,,,,,,,
90276680,10/9/2403,No,Male,52,United States,MS,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,,,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,,,JOY,DESPAIR,,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,Payday...and the candy bar too,Candy that says I'm too lazy or too miserly to buy something worth a crap,Thanks for conducting this survey. very enjoyable (falls under the thoughtful remark category :)),White and gold,,Friday,,1,,,(81. 28)
90276682,1/4/2174,No,Female,50,USA,Maine,MEH,JOY,JOY,,,,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,JOY,,MEH,,DESPAIR,MEH,MEH,MEH,,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,,JOY,,DESPAIR,,JOY,JOY,MEH,MEH,MEH,,DESPAIR,,,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,,,JOY,MEH,,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,,JOY,DESPAIR,JOY,JOY,,JOY,JOY,DESPAIR,JOY,JOY,JOY,,,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,Popcorn ball,Candied apple,,White and gold,,Sunday,,,,,
90276686,4/2/3294,No,Female,12,USA,PA,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,A horse,Meat. earwax. drugs. alcohol,I like food and horses,White and gold,,Sunday,,1,,,(74. 46)
90276688,6/12/1991,No,Male,55,USA,WA,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,,,White and gold,,Friday,,1,,,(63. 6)
90276694,5/27/2252,No,Female,40,USA,OR,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,,,,White and gold,,Sunday,,1,,,(85. 27)
90276698,1/9/3680,No,Male,53,USA,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276699,2/13/2544,No,Other,37,Usa,Oregon,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,,,,,,,,,,,
90276700,7/26/2959,No,Male,56,USA,Georgia,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,Almond Joy. Mounds Bar,Bubble Gum,,Blue and black,,Sunday,,1,,,(77. 20)
90276701,1/15/2469,No,Male,34,USA,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,Loose cigarettes ,Vape juice ,I believe my answers speak for themselves. ,White and gold,,Friday,,1,,,(78. 24)
90276704,7/25/3735,No,Female,43,United States,New Mexico,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,Popcorn ball. toffee. nilla wafer. milk duds. rice crispy treat,Banana now and later,,White and gold,,Sunday,,1,,,(68. 27)
90276705,8/6/2916,No,Male,69,USA,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276709,2/19/2017,Yes,Male,8,United States,Oregon,MEH,DESPAIR,JOY,,,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,,,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,,,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,Chocolate expect heath,Drug's ,,Blue and black,,Friday,1,,,,(37. 17)
90276711,6/2/2767,No,Male,42,United States,Pennsylvania,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,,,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,,DESPAIR,,,MEH,,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,,JOY,,,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,,,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,,MEH,JOY,MEH,,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,,,JOY,,,JOY,,,,White and gold,,Sunday,,1,,,(82. 20)
90276715,2/1/2496,No,Female,34,Usa,Iowa,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,,,,
90276719,10/25/2397,Yes,Male,53,Canada ,Bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276722,2/16/3531,Yes,Male,53,Canae,Bc,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,,JOY,,DESPAIR,,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,,JOY,,,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,,MEH,MEH,JOY,,,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,BBQ chips,Last year's Halloween candy. ,,White and gold,,Sunday,,1,,,(77. 32)
90276726,1/15/2195,No,Male,37,Canada,NB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276732,7/3/2846,No,Male,43,United States ,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276737,4/14/3408,No,Male,50,US,Texas,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,Klonopin,durian fruit,,White and gold,,Sunday,,1,,,(72. 25)
90276744,8/9/2207,No,Male,44,United States,Texas,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,,,,White and gold,,Friday,,,1,,(31. 76)
90276748,4/25/2314,No,Male,40,United States of America,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276759,5/17/3507,No,Male,66,USA,CA,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOY,,JOY,,,,,,,,,JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276766,1/13/2374,,I'd rather not say,12,New York,Queens,JOY,DESPAIR,JOY,DESPAIR,,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,,,,Blue and black,,Friday,,,,,
